Group,Subgroup,Name,Shape,Type,Size
AwakeEventData,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage,intensitySigma,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage,pixelSize,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage,verProjAmp,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage,verProjAvg,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage,verProjSigma,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage,verProjection,"(1200,)",float64,1200
AwakeEventData,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/ExtractionImage,width,"(1,)",int32,1
AwakeEventData,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/PublishedSettings,delayTime,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/PublishedSettings,exposureTime,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/PublishedSettings,gain,"(1,)",int64,1
AwakeEventData,AwakeEventData/BOVWA.06TCC4.AWAKECAM06/PublishedSettings,triggerMode,"(1,)",|S2,1
AwakeEventData,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage,beamIntensity,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage,beamSize,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage,cogX,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage,cogY,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage,height,"(1,)",int32,1
AwakeEventData,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage,horProjAmp,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage,horProjAvg,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage,horProjSigma,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage,horProjection,"(1600,)",float64,1600
AwakeEventData,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage,imageRawData,"(1200, 1600)",int16,1920000
AwakeEventData,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage,imageTimeStamp,"(1,)",int64,1
AwakeEventData,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage,intensityAvg,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage,intensityHistogram,"(1000,)",int32,1000
AwakeEventData,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage,intensityRMS,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage,intensitySigma,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage,pixelSize,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage,verProjAmp,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage,verProjAvg,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage,verProjSigma,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage,verProjection,"(1200,)",float64,1200
AwakeEventData,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/ExtractionImage,width,"(1,)",int32,1
AwakeEventData,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/PublishedSettings,delayTime,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/PublishedSettings,exposureTime,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/PublishedSettings,gain,"(1,)",int64,1
AwakeEventData,AwakeEventData/BOVWA.07TCC4.AWAKECAM07/PublishedSettings,triggerMode,"(1,)",|S2,1
AwakeEventData,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage,beamIntensity,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage,beamSize,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage,cogX,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage,cogY,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage,height,"(1,)",int32,1
AwakeEventData,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage,horProjAmp,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage,horProjAvg,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage,horProjSigma,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage,horProjection,"(1280,)",float64,1280
AwakeEventData,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage,imageRawData,"(960, 1280)",int16,1228800
AwakeEventData,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage,imageTimeStamp,"(1,)",int64,1
AwakeEventData,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage,intensityAvg,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage,intensityHistogram,"(1000,)",int32,1000
AwakeEventData,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage,intensityRMS,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage,intensitySigma,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage,pixelSize,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage,verProjAmp,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage,verProjAvg,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage,verProjSigma,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage,verProjection,"(960,)",float64,960
AwakeEventData,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/ExtractionImage,width,"(1,)",int32,1
AwakeEventData,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/PublishedSettings,delayTime,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/PublishedSettings,exposureTime,"(1,)",float64,1
AwakeEventData,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/PublishedSettings,gain,"(1,)",int64,1
AwakeEventData,AwakeEventData/BOVWA.11TCC4.AWAKECAM11/PublishedSettings,triggerMode,"(1,)",|S2,1
AwakeEventData,AwakeEventData/BPM.AWAKE.TT41/Acquisition,bpmNames,"(32,)",|S15,32
AwakeEventData,AwakeEventData/BPM.AWAKE.TT41/Acquisition,dynDestination,"(1,)",|S5,1
AwakeEventData,AwakeEventData/BPM.AWAKE.TT41/Acquisition,horPosOk,"(0,)",Bytefield,0
AwakeEventData,AwakeEventData/BPM.AWAKE.TT41/Acquisition,horPosition,"(32,)",float32,32
AwakeEventData,AwakeEventData/BPM.AWAKE.TT41/Acquisition,nbOfBpms,"(1,)",int16,1
AwakeEventData,AwakeEventData/BPM.AWAKE.TT41/Acquisition,verPosOk,"(0,)",Bytefield,0
AwakeEventData,AwakeEventData/BPM.AWAKE.TT41/Acquisition,verPosition,"(32,)",float32,32
AwakeEventData,AwakeEventData/BTV.TT41.412354_FILTER/Acquisition,position,"(1,)",int32,1
AwakeEventData,AwakeEventData/BTV.TT41.412426_FWHEEL/Acquisition,position,"(1,)",int32,1
AwakeEventData,AwakeEventData/BTV.TT41.412426_MASK_H/Acquisition,position,"(1,)",int32,1
AwakeEventData,AwakeEventData/BTV.TT41.412426_MASK_V/Acquisition,position,"(1,)",int32,1
AwakeEventData,AwakeEventData/BTV.TT41.412442_FWHEEL/Acquisition,position,"(1,)",int32,1
AwakeEventData,AwakeEventData/BTV.TT41.412442_MASK_H/Acquisition,position,"(1,)",int32,1
AwakeEventData,AwakeEventData/BTV.TT41.412442_MASK_V/Acquisition,position,"(1,)",int32,1
AwakeEventData,AwakeEventData/EMETER02/Acq,outOfRange,(),bool,1
AwakeEventData,AwakeEventData/EMETER02/Acq,value,"(1,)",float32,1
AwakeEventData,AwakeEventData/EMETER02/Acq,value_units,"(1,)",|S1,1
AwakeEventData,AwakeEventData/EMETER03/Acq,outOfRange,(),bool,1
AwakeEventData,AwakeEventData/EMETER03/Acq,value,"(1,)",float32,1
AwakeEventData,AwakeEventData/EMETER03/Acq,value_units,"(1,)",|S1,1
AwakeEventData,AwakeEventData/EMETER04/Acq,outOfRange,(),bool,1
AwakeEventData,AwakeEventData/EMETER04/Acq,value,"(1,)",float32,1
AwakeEventData,AwakeEventData/EMETER04/Acq,value_units,"(1,)",|S1,1
AwakeEventData,AwakeEventData/EMETER05/Acq,outOfRange,(),bool,1
AwakeEventData,AwakeEventData/EMETER05/Acq,value,"(1,)",float32,1
AwakeEventData,AwakeEventData/EMETER05/Acq,value_units,"(1,)",|S1,1
AwakeEventData,AwakeEventData/FWHEEL01/Acq,backWheelPositionDescription,"(1,)",|S6,1
AwakeEventData,AwakeEventData/FWHEEL01/Acq,frontWheelPositionDescription,"(1,)",|S6,1
AwakeEventData,AwakeEventData/FWHEEL01/Acq,status,"(1,)",int32,1
AwakeEventData,AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS,bpmNames,"(14,)",|S18,14
AwakeEventData,AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS,horPos,"(14,)",float32,14
AwakeEventData,AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS,nbOfBpms,"(1,)",int32,1
AwakeEventData,AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS,posOK,"(1,)",Bytefield,1
AwakeEventData,AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS,sigma,"(14,)",int32,14
AwakeEventData,AwakeEventData/GD_BPM.AWAKE.TRIUMF/AcquisitionSPS,verPos,"(14,)",float32,14
AwakeEventData,AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition,bpmNames,"(14,)",|S18,14
AwakeEventData,AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition,horPos,"(14,)",float32,14
AwakeEventData,AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition,horPosSelected,"(14,)",float32,14
AwakeEventData,AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition,nbOfBpms,"(1,)",int32,1
AwakeEventData,AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition,posOK,"(1,)",Bytefield,1
AwakeEventData,AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition,posOkSelected,"(0,)",Bytefield,0
AwakeEventData,AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition,sigma,"(14,)",float32,14
AwakeEventData,AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition,sigmaSelected,"(14,)",int32,14
AwakeEventData,AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition,verPos,"(14,)",float32,14
AwakeEventData,AwakeEventData/GD_BPM.AWAKE.TRIUMF/GlobalAcquisition,verPosSelected,"(14,)",float32,14
AwakeEventData,AwakeEventData/LSSE2/Acq,position,"(1,)",int32,1
AwakeEventData,AwakeEventData/LSSP2/Acq,position,"(1,)",int32,1
AwakeEventData,AwakeEventData/MPP-TSG41-MIRROR1-H/Acquisition,position,"(1,)",int32,1
AwakeEventData,AwakeEventData/MPP-TSG41-MIRROR1-V/Acquisition,position,"(1,)",int32,1
AwakeEventData,AwakeEventData/MPP-TSG41-WHEEL1-BI/Acquisition,position,"(1,)",int32,1
AwakeEventData,AwakeEventData/MPP-VACTRANS-CTR/Acquisition,mmPosition,"(1,)",float64,1
AwakeEventData,AwakeEventData/MPP-VACTRANS-CTR/Acquisition,position,"(1,)",int32,1
AwakeEventData,AwakeEventData/MPP-VACTRANS-CTR/Acquisition,stepperBusy,(),bool,1
AwakeEventData,AwakeEventData/MPP-VACTRANS-CTR/Acquisition,switchIn,(),bool,1
AwakeEventData,AwakeEventData/MPP-VACTRANS-CTR/Acquisition,switchOut,(),bool,1
AwakeEventData,AwakeEventData/MPP-VACTRANS-OTR/Acquisition,mmPosition,"(1,)",float64,1
AwakeEventData,AwakeEventData/MPP-VACTRANS-OTR/Acquisition,position,"(1,)",int32,1
AwakeEventData,AwakeEventData/MPP-VACTRANS-OTR/Acquisition,stepperBusy,(),bool,1
AwakeEventData,AwakeEventData/MPP-VACTRANS-OTR/Acquisition,switchIn,(),bool,1
AwakeEventData,AwakeEventData/MPP-VACTRANS-OTR/Acquisition,switchOut,(),bool,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-08.AXIS01/Movement,leftLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-08.AXIS01/Movement,position,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-08.AXIS01/Movement,rightLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-08.AXIS02/Movement,leftLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-08.AXIS02/Movement,position,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-08.AXIS02/Movement,rightLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-08.AXIS03/Movement,leftLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-08.AXIS03/Movement,position,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-08.AXIS03/Movement,rightLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-08.AXIS04/Movement,leftLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-08.AXIS04/Movement,position,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-08.AXIS04/Movement,rightLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-08.AXIS09/Movement,leftLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-08.AXIS09/Movement,position,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-08.AXIS09/Movement,rightLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-08.AXIS10/Movement,leftLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-08.AXIS10/Movement,position,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-08.AXIS10/Movement,rightLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-08.AXIS11/Movement,leftLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-08.AXIS11/Movement,position,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-08.AXIS11/Movement,rightLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-08.AXIS12/Movement,leftLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-08.AXIS12/Movement,position,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-08.AXIS12/Movement,rightLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-12.AXIS01/Movement,leftLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-12.AXIS01/Movement,position,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-12.AXIS01/Movement,rightLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-12.AXIS02/Movement,leftLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-12.AXIS02/Movement,position,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-12.AXIS02/Movement,rightLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-12.AXIS03/Movement,leftLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-12.AXIS03/Movement,position,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-12.AXIS03/Movement,rightLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-12.AXIS04/Movement,leftLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-12.AXIS04/Movement,position,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-12.AXIS04/Movement,rightLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-12.AXIS05/Movement,leftLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-12.AXIS05/Movement,position,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-12.AXIS05/Movement,rightLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-12.AXIS06/Movement,leftLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-12.AXIS06/Movement,position,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-12.AXIS06/Movement,rightLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-12.AXIS07/Movement,leftLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-12.AXIS07/Movement,position,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-12.AXIS07/Movement,rightLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-12.AXIS08/Movement,leftLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-12.AXIS08/Movement,position,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-12.AXIS08/Movement,rightLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-12.AXIS09/Movement,leftLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-12.AXIS09/Movement,position,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-12.AXIS09/Movement,rightLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-12.AXIS10/Movement,leftLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-12.AXIS10/Movement,position,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-12.AXIS10/Movement,rightLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-12.AXIS11/Movement,leftLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-12.AXIS11/Movement,position,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-12.AXIS11/Movement,rightLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-12.AXIS12/Movement,leftLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-12.AXIS12/Movement,position,(),|S128,1
AwakeEventData,AwakeEventData/MPPAWAKE-STANDA-12.AXIS12/Movement,rightLimitSwitchReached,(),|S128,1
AwakeEventData,AwakeEventData/PMOTOR01/Acquisition,position,"(1,)",int32,1
AwakeEventData,AwakeEventData/PMOTOR02/Acquisition,position,"(1,)",int32,1
AwakeEventData,AwakeEventData/PMOTOR03/Acquisition,position,"(1,)",int32,1
AwakeEventData,AwakeEventData/PMOTOR04/Acquisition,position,"(1,)",int32,1
AwakeEventData,AwakeEventData/PMOTOR05/Acquisition,position,"(1,)",int32,1
AwakeEventData,AwakeEventData/PMOTOR06/Acquisition,position,"(1,)",int32,1
AwakeEventData,AwakeEventData/PMOTOR13/Acquisition,position,"(1,)",int32,1
AwakeEventData,AwakeEventData/PMOTOR14/Acquisition,position,"(1,)",int32,1
AwakeEventData,AwakeEventData/PMOTOR15/Acquisition,position,"(1,)",int32,1
AwakeEventData,AwakeEventData/PMOTOR16/Acquisition,position,"(1,)",int32,1
AwakeEventData,AwakeEventData/Plunger.412401/StartCounterSt,value,"(1,)",int32,1
AwakeEventData,AwakeEventData/Plunger.412401/State,value,"(1,)",int16,1
AwakeEventData,AwakeEventData/Plunger.412422/StartCounterSt,value,"(1,)",int32,1
AwakeEventData,AwakeEventData/Plunger.412422/State,value,"(1,)",int16,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-1/Acquisition,SEUType1,"(1,)",float64,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-1/Acquisition,SEUType2,"(1,)",float64,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-1/Acquisition,cumBank1HadronFluence,"(1,)",float64,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-1/Acquisition,cumBank1MBUCounts,"(1,)",int32,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-1/Acquisition,cumBank1SEUCounts,"(1,)",int32,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-1/Acquisition,cumBank2HadronFluence,"(1,)",float64,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-1/Acquisition,cumBank2MBUCounts,"(1,)",int32,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-1/Acquisition,cumBank2SEUCounts,"(1,)",int32,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-1/Acquisition,cumNeutronFluence,"(1,)",float64,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-1/Acquisition,cumTID1,"(1,)",float64,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-1/Acquisition,cumTID2,"(1,)",float64,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-1/Acquisition,lPar1,"(1,)",float64,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-1/Acquisition,lPar2,"(1,)",float64,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-1/Acquisition,lPar3,"(1,)",float64,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-1/Acquisition,lParType,"(1,)",float64,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-1/Acquisition,pinDiodeType,"(1,)",int32,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-1/Acquisition,radfet1Type,"(1,)",int32,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-1/Acquisition,radfet2Type,"(1,)",int32,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-1/Acquisition,radmonStatus,"(1,)",int32,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-1/Acquisition,revisionNumber,"(1,)",int32,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-1/Acquisition,revisionType,"(1,)",int32,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-2/Acquisition,SEUType1,"(1,)",float64,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-2/Acquisition,SEUType2,"(1,)",float64,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-2/Acquisition,cumBank1HadronFluence,"(1,)",float64,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-2/Acquisition,cumBank1MBUCounts,"(1,)",int32,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-2/Acquisition,cumBank1SEUCounts,"(1,)",int32,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-2/Acquisition,cumBank2HadronFluence,"(1,)",float64,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-2/Acquisition,cumBank2MBUCounts,"(1,)",int32,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-2/Acquisition,cumBank2SEUCounts,"(1,)",int32,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-2/Acquisition,cumNeutronFluence,"(1,)",float64,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-2/Acquisition,cumTID1,"(1,)",float64,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-2/Acquisition,cumTID2,"(1,)",float64,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-2/Acquisition,lPar1,"(1,)",float64,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-2/Acquisition,lPar2,"(1,)",float64,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-2/Acquisition,lPar3,"(1,)",float64,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-2/Acquisition,lParType,"(1,)",float64,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-2/Acquisition,pinDiodeType,"(1,)",int32,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-2/Acquisition,radfet1Type,"(1,)",int32,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-2/Acquisition,radfet2Type,"(1,)",int32,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-2/Acquisition,radmonStatus,"(1,)",int32,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-2/Acquisition,revisionNumber,"(1,)",int32,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-2/Acquisition,revisionType,"(1,)",int32,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-3/Acquisition,SEUType1,"(1,)",float64,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-3/Acquisition,SEUType2,"(1,)",float64,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-3/Acquisition,cumBank1HadronFluence,"(1,)",float64,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-3/Acquisition,cumBank1MBUCounts,"(1,)",int32,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-3/Acquisition,cumBank1SEUCounts,"(1,)",int32,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-3/Acquisition,cumBank2HadronFluence,"(1,)",float64,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-3/Acquisition,cumBank2MBUCounts,"(1,)",int32,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-3/Acquisition,cumBank2SEUCounts,"(1,)",int32,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-3/Acquisition,cumNeutronFluence,"(1,)",float64,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-3/Acquisition,cumTID1,"(1,)",float64,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-3/Acquisition,cumTID2,"(1,)",float64,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-3/Acquisition,lPar1,"(1,)",float64,1
